Registration,TestDate,Result,ExpiryDate,Advisories,TestCentre,RecordedAt,RecordedBy
AMB239,2025-02-12,Pass,2026-02-11,,Canvey Commercial Testing,2025-02-12T17:02:00,Demo Admin
AMB167,2025-02-13,Pass,2026-02-12,Minor windscreen damage outside driver's view,Canvey Commercial Testing,2025-02-13T08:59:00,Demo Admin
AMB203,2025-02-13,Pass,2026-02-12,Brake disc worn but not seriously weakened,Southend Vehicle Test Centre,2025-02-13T09:41:00,Demo Admin
AMB151,2025-02-16,Pass,2026-02-15,,Chelmsford Fleet Services,2025-02-16T12:11:00,Demo Admin
AMB259,2025-02-16,Pass,2026-02-15,,Canvey Commercial Testing,2025-02-16T08:20:00,Demo Admin
AMB142,2025-02-17,Pass,2026-02-16,,Essex Commercial MOT Centre,2025-02-17T11:31:00,Demo Admin
AMB186,2025-02-17,Pass,2026-02-16,Brake disc worn but not seriously weakened,Southend Vehicle Test Centre,2025-02-17T15:38:00,Demo Admin
AMB189,2025-02-19,Pass,2026-02-18,,Canvey Commercial Testing,2025-02-19T11:21:00,Demo Admin
AMB241,2025-02-19,Pass,2026-02-18,"Oil leak, but not excessive",Canvey Commercial Testing,2025-02-19T11:24:00,Demo Admin
AMB222,2025-02-23,Pass,2026-02-22,,Canvey Commercial Testing,2025-02-23T12:01:00,Demo Admin
AMB165,2025-02-25,Pass,2026-02-24,Registration plate deteriorated but not likely to be misread,Essex Commercial MOT Centre,2025-02-25T15:05:00,Demo Admin
AMB284,2025-02-25,Pass,2026-02-24,"Oil leak, but not excessive",Southend Vehicle Test Centre,2025-02-25T17:36:00,Demo Admin
AMB129,2025-03-06,Pass,2026-03-05,,Southend Vehicle Test Centre,2025-03-06T10:01:00,Demo Admin
AMB150,2025-03-07,Pass,2026-03-06,"Oil leak, but not excessive",Essex Commercial MOT Centre,2025-03-07T14:19:00,Demo Admin
AMB193,2025-03-07,Fail,,Tyre tread depth below legal minimum,Chelmsford Fleet Services,2025-03-07T15:12:00,Demo Admin
AMB294,2025-03-11,Pass,2026-03-10,Offside rear tyre worn close to legal limit,Canvey Commercial Testing,2025-03-11T12:43:00,Demo Admin
AMB115,2025-03-13,Pass,2026-03-12,Minor windscreen damage outside driver's view,Canvey Commercial Testing,2025-03-13T16:37:00,Demo Admin
AMB180,2025-03-13,Pass,2026-03-12,,Canvey Commercial Testing,2025-03-13T11:35:00,Demo Admin
AMB230,2025-03-13,Fail,,Service brake performance below requirements,Canvey Commercial Testing,2025-03-13T15:49:00,Demo Admin
AMB271,2025-03-13,Pass,2026-03-12,Nearside front tyre worn close to legal limit,Southend Vehicle Test Centre,2025-03-13T15:57:00,Demo Admin
AMB279,2025-03-13,Pass,2026-03-12,Slight play in steering linkage,Southend Vehicle Test Centre,2025-03-13T14:03:00,Demo Admin
AMB172,2025-03-14,Pass,2026-03-13,,Chelmsford Fleet Services,2025-03-14T15:59:00,Demo Admin
AMB197,2025-03-14,Pass,2026-03-13,,Canvey Commercial Testing,2025-03-14T15:33:00,Demo Admin
AMB220,2025-03-14,Pass,2026-03-13,Brake disc worn but not seriously weakened,Essex Commercial MOT Centre,2025-03-14T16:24:00,Demo Admin
AMB289,2025-03-15,Pass,2026-03-14,Slight play in steering linkage,Chelmsford Fleet Services,2025-03-15T17:08:00,Demo Admin
AMB123,2025-03-17,Pass,2026-03-16,Offside rear tyre worn close to legal limit,Canvey Commercial Testing,2025-03-17T11:11:00,Demo Admin
AMB148,2025-03-18,Pass,2026-03-17,Offside rear tyre worn close to legal limit,Essex Commercial MOT Centre,2025-03-18T17:19:00,Demo Admin
AMB187,2025-03-20,Pass,2026-03-19,Brake disc worn but not seriously weakened,Chelmsford Fleet Services,2025-03-20T11:30:00,Demo Admin
AMB283,2025-03-25,Pass,2026-03-24,,Canvey Commercial Testing,2025-03-25T14:47:00,Demo Admin
AMB195,2025-04-07,Pass,2026-04-06,Registration plate deteriorated but not likely to be misread,Chelmsford Fleet Services,2025-04-07T08:22:00,Demo Admin
AMB173,2025-04-10,Pass,2026-04-09,Brake disc worn but not seriously weakened,Chelmsford Fleet Services,2025-04-10T15:12:00,Demo Admin
AMB225,2025-04-12,Pass,2026-04-11,,Chelmsford Fleet Services,2025-04-12T08:27:00,Demo Admin
AMB291,2025-04-12,Pass,2026-04-11,Registration plate deteriorated but not likely to be misread,Southend Vehicle Test Centre,2025-04-12T12:36:00,Demo Admin
AMB205,2025-04-13,Pass,2026-04-12,,Chelmsford Fleet Services,2025-04-13T10:04:00,Demo Admin
AMB221,2025-04-13,Pass,2026-04-12,Minor windscreen damage outside driver's view,Chelmsford Fleet Services,2025-04-13T09:31:00,Demo Admin
AMB273,2025-04-13,Pass,2026-04-12,Brake disc worn but not seriously weakened,Southend Vehicle Test Centre,2025-04-13T13:25:00,Demo Admin
AMB272,2025-04-15,Pass,2026-04-14,Offside rear tyre worn close to legal limit,Essex Commercial MOT Centre,2025-04-15T14:10:00,Demo Admin
AMB236,2025-04-16,Pass,2026-04-15,Nearside front tyre worn close to legal limit,Essex Commercial MOT Centre,2025-04-16T11:02:00,Demo Admin
AMB237,2025-04-16,Pass,2026-04-15,Minor windscreen damage outside driver's view,Southend Vehicle Test Centre,2025-04-16T08:46:00,Demo Admin
AMB227,2025-04-18,Pass,2026-04-17,Brake disc worn but not seriously weakened,Southend Vehicle Test Centre,2025-04-18T13:32:00,Demo Admin
AMB211,2025-04-20,Pass,2026-04-19,Offside rear tyre worn close to legal limit,Canvey Commercial Testing,2025-04-20T14:13:00,Demo Admin
AMB109,2025-04-22,Pass,2026-04-21,"Oil leak, but not excessive",Canvey Commercial Testing,2025-04-22T08:15:00,Demo Admin
AMB141,2025-04-22,Pass,2026-04-21,Slight play in steering linkage,Essex Commercial MOT Centre,2025-04-22T14:57:00,Demo Admin
AMB243,2025-04-23,Pass,2026-04-22,Offside rear tyre worn close to legal limit,Essex Commercial MOT Centre,2025-04-23T09:21:00,Demo Admin
AMB268,2025-04-26,Pass,2026-04-25,,Essex Commercial MOT Centre,2025-04-26T11:19:00,Demo Admin
AMB297,2025-05-06,Pass,2026-05-05,Registration plate deteriorated but not likely to be misread,Canvey Commercial Testing,2025-05-06T16:13:00,Demo Admin
AMB139,2025-05-08,Pass,2026-05-07,,Essex Commercial MOT Centre,2025-05-08T16:09:00,Demo Admin
AMB140,2025-05-08,Pass,2026-05-07,Registration plate deteriorated but not likely to be misread,Canvey Commercial Testing,2025-05-08T08:27:00,Demo Admin
AMB154,2025-05-12,Pass,2026-05-11,Offside rear tyre worn close to legal limit,Canvey Commercial Testing,2025-05-12T08:46:00,Demo Admin
AMB228,2025-05-12,Pass,2026-05-11,Registration plate deteriorated but not likely to be misread,Essex Commercial MOT Centre,2025-05-12T15:06:00,Demo Admin
AMB290,2025-05-12,Pass,2026-05-11,Brake disc worn but not seriously weakened,Chelmsford Fleet Services,2025-05-12T15:20:00,Demo Admin
AMB108,2025-05-13,Pass,2026-05-12,"Oil leak, but not excessive",Southend Vehicle Test Centre,2025-05-13T12:55:00,Demo Admin
AMB191,2025-05-17,Pass,2026-05-16,Minor windscreen damage outside driver's view,Canvey Commercial Testing,2025-05-17T17:43:00,Demo Admin
AMB251,2025-05-18,Pass,2026-05-17,Brake disc worn but not seriously weakened,Essex Commercial MOT Centre,2025-05-18T09:02:00,Demo Admin
AMB276,2025-05-18,Pass,2026-05-17,Slight play in steering linkage,Chelmsford Fleet Services,2025-05-18T16:47:00,Demo Admin
AMB113,2025-05-19,Pass,2026-05-18,Slight play in steering linkage,Southend Vehicle Test Centre,2025-05-19T13:10:00,Demo Admin
AMB124,2025-05-19,Pass,2026-05-18,,Canvey Commercial Testing,2025-05-19T08:59:00,Demo Admin
AMB170,2025-05-20,Fail,,Headlamp not working,Chelmsford Fleet Services,2025-05-20T10:06:00,Demo Admin
AMB269,2025-05-21,Pass,2026-05-20,,Essex Commercial MOT Centre,2025-05-21T08:39:00,Demo Admin
AMB219,2025-05-22,Pass,2026-05-21,Minor windscreen damage outside driver's view,Canvey Commercial Testing,2025-05-22T09:56:00,Demo Admin
AMB229,2025-05-23,Pass,2026-05-22,,Chelmsford Fleet Services,2025-05-23T13:05:00,Demo Admin
AMB158,2025-06-06,Fail,,Suspension component excessively worn,Canvey Commercial Testing,2025-06-06T15:50:00,Demo Admin
AMB118,2025-06-07,Pass,2026-06-06,,Chelmsford Fleet Services,2025-06-07T14:44:00,Demo Admin
AMB107,2025-06-09,Pass,2026-06-08,Nearside front tyre worn close to legal limit,Essex Commercial MOT Centre,2025-06-09T11:58:00,Demo Admin
AMB253,2025-06-11,Pass,2026-06-10,Nearside front tyre worn close to legal limit,Chelmsford Fleet Services,2025-06-11T09:12:00,Demo Admin
AMB153,2025-06-12,Pass,2026-06-11,Slight play in steering linkage,Southend Vehicle Test Centre,2025-06-12T10:35:00,Demo Admin
AMB274,2025-06-12,Pass,2026-06-11,Offside rear tyre worn close to legal limit,Canvey Commercial Testing,2025-06-12T17:39:00,Demo Admin
AMB162,2025-06-13,Pass,2026-06-12,Brake disc worn but not seriously weakened,Southend Vehicle Test Centre,2025-06-13T13:52:00,Demo Admin
AMB245,2025-06-17,Pass,2026-06-16,,Southend Vehicle Test Centre,2025-06-17T15:05:00,Demo Admin
AMB103,2025-06-18,Pass,2026-06-17,,Canvey Commercial Testing,2025-06-18T16:09:00,Demo Admin
AMB288,2025-06-18,Pass,2026-06-17,Minor windscreen damage outside driver's view,Essex Commercial MOT Centre,2025-06-18T11:24:00,Demo Admin
AMB255,2025-06-21,Pass,2026-06-20,,Essex Commercial MOT Centre,2025-06-21T10:49:00,Demo Admin
AMB196,2025-06-22,Pass,2026-06-21,Brake disc worn but not seriously weakened,Canvey Commercial Testing,2025-06-22T10:55:00,Demo Admin
AMB231,2025-06-22,Pass,2026-06-21,Slight play in steering linkage,Essex Commercial MOT Centre,2025-06-22T13:51:00,Demo Admin
AMB174,2025-06-23,Pass,2026-06-22,Nearside front tyre worn close to legal limit,Essex Commercial MOT Centre,2025-06-23T12:02:00,Demo Admin
AMB138,2025-06-24,Pass,2026-06-23,,Southend Vehicle Test Centre,2025-06-24T16:16:00,Demo Admin
AMB119,2025-06-25,Pass,2026-06-24,Offside rear tyre worn close to legal limit,Chelmsford Fleet Services,2025-06-25T15:19:00,Demo Admin
AMB252,2025-07-07,Pass,2026-07-06,,Chelmsford Fleet Services,2025-07-07T11:46:00,Demo Admin
AMB106,2025-07-08,Pass,2026-07-07,Offside rear tyre worn close to legal limit,Southend Vehicle Test Centre,2025-07-08T14:53:00,Demo Admin
AMB183,2025-07-10,Pass,2026-07-09,Minor windscreen damage outside driver's view,Essex Commercial MOT Centre,2025-07-10T08:45:00,Demo Admin
AMB204,2025-07-12,Pass,2026-07-11,"Oil leak, but not excessive",Southend Vehicle Test Centre,2025-07-12T09:54:00,Demo Admin
AMB175,2025-07-14,Pass,2026-07-13,Offside rear tyre worn close to legal limit,Chelmsford Fleet Services,2025-07-14T17:05:00,Demo Admin
AMB264,2025-07-15,Pass,2026-07-14,"Oil leak, but not excessive",Essex Commercial MOT Centre,2025-07-15T16:33:00,Demo Admin
AMB131,2025-07-16,Pass,2026-07-15,,Canvey Commercial Testing,2025-07-16T11:15:00,Demo Admin
AMB218,2025-07-16,Pass,2026-07-15,Offside rear tyre worn close to legal limit,Canvey Commercial Testing,2025-07-16T13:34:00,Demo Admin
AMB105,2025-07-17,Pass,2026-07-16,Offside rear tyre worn close to legal limit,Essex Commercial MOT Centre,2025-07-17T12:33:00,Demo Admin
AMB133,2025-07-17,Pass,2026-07-16,Minor windscreen damage outside driver's view,Essex Commercial MOT Centre,2025-07-17T12:11:00,Demo Admin
AMB157,2025-07-17,Fail,,Suspension component excessively worn,Canvey Commercial Testing,2025-07-17T15:59:00,Demo Admin
AMB262,2025-07-17,Pass,2026-07-16,Slight play in steering linkage,Chelmsford Fleet Services,2025-07-17T08:07:00,Demo Admin
AMB117,2025-07-20,Pass,2026-07-19,Registration plate deteriorated but not likely to be misread,Southend Vehicle Test Centre,2025-07-20T11:56:00,Demo Admin
AMB149,2025-07-21,Pass,2026-07-20,,Southend Vehicle Test Centre,2025-07-21T16:32:00,Demo Admin
AMB188,2025-07-23,Pass,2026-07-22,Slight play in steering linkage,Canvey Commercial Testing,2025-07-23T12:34:00,Demo Admin
AMB280,2025-07-24,Pass,2026-07-23,,Southend Vehicle Test Centre,2025-07-24T15:40:00,Demo Admin
AMB101,2025-08-03,Pass,2026-08-02,Nearside front tyre worn close to legal limit,Essex Commercial MOT Centre,2025-08-03T16:25:00,Demo Admin
AMB248,2025-08-04,Pass,2026-08-03,Offside rear tyre worn close to legal limit,Essex Commercial MOT Centre,2025-08-04T15:09:00,Demo Admin
AMB126,2025-08-05,Pass,2026-08-04,Tyre tread depth below legal minimum,Canvey Commercial Testing,2025-08-05T08:32:00,Demo Admin
AMB137,2025-08-08,Pass,2026-08-07,"Oil leak, but not excessive",Southend Vehicle Test Centre,2025-08-08T12:59:00,Demo Admin
AMB161,2025-08-08,Pass,2026-08-07,Offside rear tyre worn close to legal limit,Canvey Commercial Testing,2025-08-08T09:12:00,Demo Admin
AMB215,2025-08-09,Pass,2026-08-08,,Chelmsford Fleet Services,2025-08-09T13:14:00,Demo Admin
AMB254,2025-08-11,Pass,2026-08-10,Minor windscreen damage outside driver's view,Southend Vehicle Test Centre,2025-08-11T16:33:00,Demo Admin
AMB130,2025-08-12,Pass,2026-08-11,Registration plate deteriorated but not likely to be misread,Southend Vehicle Test Centre,2025-08-12T17:49:00,Demo Admin
AMB210,2025-08-12,Pass,2026-08-11,Slight play in steering linkage,Chelmsford Fleet Services,2025-08-12T08:58:00,Demo Admin
AMB182,2025-08-14,Pass,2026-08-13,Minor windscreen damage outside driver's view,Southend Vehicle Test Centre,2025-08-14T10:34:00,Demo Admin
AMB159,2025-08-16,Pass,2026-08-15,"Oil leak, but not excessive",Canvey Commercial Testing,2025-08-16T12:08:00,Demo Admin
AMB164,2025-08-18,Pass,2026-08-17,Slight play in steering linkage,Chelmsford Fleet Services,2025-08-18T12:11:00,Demo Admin
AMB214,2025-08-18,Pass,2026-08-17,Brake disc worn but not seriously weakened,Canvey Commercial Testing,2025-08-18T13:10:00,Demo Admin
AMB258,2025-08-19,Pass,2026-08-18,Offside rear tyre worn close to legal limit,Chelmsford Fleet Services,2025-08-19T16:46:00,Demo Admin
AMB127,2025-08-21,Pass,2026-08-11,Nearside front tyre worn close to legal limit,Chelmsford Fleet Services,2025-08-21T09:58:00,Demo Admin
AMB226,2025-08-21,Pass,2026-08-20,Registration plate deteriorated but not likely to be misread,Southend Vehicle Test Centre,2025-08-21T14:10:00,Demo Admin
AMB168,2025-09-08,Pass,2026-09-07,Suspension component excessively worn,Chelmsford Fleet Services,2025-09-08T10:16:00,Demo Admin
AMB179,2025-09-08,Pass,2026-09-07,Slight play in steering linkage,Southend Vehicle Test Centre,2025-09-08T14:46:00,Demo Admin
AMB201,2025-09-09,Pass,2026-09-08,Nearside front tyre worn close to legal limit,Canvey Commercial Testing,2025-09-09T15:58:00,Demo Admin
AMB116,2025-09-10,Pass,2026-09-09,,Southend Vehicle Test Centre,2025-09-10T08:44:00,Demo Admin
AMB128,2025-09-11,Pass,2026-09-10,,Southend Vehicle Test Centre,2025-09-11T08:56:00,Demo Admin
AMB178,2025-09-12,Pass,2026-09-11,,Southend Vehicle Test Centre,2025-09-12T12:43:00,Demo Admin
AMB242,2025-09-13,Pass,2026-09-12,,Chelmsford Fleet Services,2025-09-13T16:55:00,Demo Admin
AMB296,2025-09-14,Pass,2026-09-13,Offside rear tyre worn close to legal limit,Southend Vehicle Test Centre,2025-09-14T13:20:00,Demo Admin
AMB300,2025-09-14,Pass,2026-09-13,Slight play in steering linkage,Canvey Commercial Testing,2025-09-14T09:24:00,Demo Admin
AMB223,2025-09-15,Pass,2026-09-14,,Chelmsford Fleet Services,2025-09-15T17:55:00,Demo Admin
AMB200,2025-09-17,Pass,2026-09-16,Offside rear tyre worn close to legal limit,Southend Vehicle Test Centre,2025-09-17T16:15:00,Demo Admin
AMB282,2025-09-17,Pass,2026-09-16,Offside rear tyre worn close to legal limit,Essex Commercial MOT Centre,2025-09-17T12:31:00,Demo Admin
AMB146,2025-09-18,Pass,2026-09-17,"Oil leak, but not excessive",Essex Commercial MOT Centre,2025-09-18T10:36:00,Demo Admin
AMB199,2025-09-18,Pass,2026-09-17,,Southend Vehicle Test Centre,2025-09-18T17:54:00,Demo Admin
AMB267,2025-09-20,Pass,2026-09-19,Registration plate deteriorated but not likely to be misread,Southend Vehicle Test Centre,2025-09-20T09:11:00,Demo Admin
AMB216,2025-09-21,Pass,2026-09-20,Registration plate deteriorated but not likely to be misread,Canvey Commercial Testing,2025-09-21T15:16:00,Demo Admin
AMB171,2025-10-07,Pass,2026-10-06,Service brake performance below requirements,Canvey Commercial Testing,2025-10-07T08:45:00,Demo Admin
AMB244,2025-10-07,Pass,2026-10-06,,Essex Commercial MOT Centre,2025-10-07T12:44:00,Demo Admin
AMB169,2025-10-10,Pass,2026-10-09,,Southend Vehicle Test Centre,2025-10-10T17:36:00,Demo Admin
AMB224,2025-10-10,Pass,2026-10-09,Brake disc worn but not seriously weakened,Chelmsford Fleet Services,2025-10-10T13:34:00,Demo Admin
AMB246,2025-10-12,Pass,2026-10-11,Slight play in steering linkage,Canvey Commercial Testing,2025-10-12T16:27:00,Demo Admin
AMB144,2025-10-14,Pass,2026-10-13,,Essex Commercial MOT Centre,2025-10-14T08:45:00,Demo Admin
AMB234,2025-10-14,Pass,2026-10-13,Brake disc worn but not seriously weakened,Canvey Commercial Testing,2025-10-14T11:41:00,Demo Admin
AMB249,2025-10-14,Pass,2026-10-13,Minor windscreen damage outside driver's view,Southend Vehicle Test Centre,2025-10-14T10:54:00,Demo Admin
AMB152,2025-10-15,Pass,2026-10-14,Slight play in steering linkage,Chelmsford Fleet Services,2025-10-15T15:24:00,Demo Admin
AMB278,2025-10-15,Pass,2026-10-14,Brake disc worn but not seriously weakened,Canvey Commercial Testing,2025-10-15T15:31:00,Demo Admin
AMB286,2025-10-15,Pass,2026-10-14,,Southend Vehicle Test Centre,2025-10-15T12:27:00,Demo Admin
AMB102,2025-10-16,Pass,2026-10-15,Minor windscreen damage outside driver's view,Essex Commercial MOT Centre,2025-10-16T08:52:00,Demo Admin
AMB122,2025-10-16,Pass,2026-10-15,,Chelmsford Fleet Services,2025-10-16T13:49:00,Demo Admin
AMB147,2025-10-16,Pass,2026-10-15,Brake disc worn but not seriously weakened,Essex Commercial MOT Centre,2025-10-16T12:03:00,Demo Admin
AMB238,2025-10-17,Pass,2026-10-16,Registration plate deteriorated but not likely to be misread,Chelmsford Fleet Services,2025-10-17T12:17:00,Demo Admin
AMB217,2025-10-20,Pass,2026-10-19,Offside rear tyre worn close to legal limit,Chelmsford Fleet Services,2025-10-20T10:11:00,Demo Admin
AMB202,2025-11-06,Pass,2026-11-05,Offside rear tyre worn close to legal limit,Southend Vehicle Test Centre,2025-11-06T14:27:00,Demo Admin
AMB235,2025-11-06,Pass,2026-11-05,Registration plate deteriorated but not likely to be misread,Southend Vehicle Test Centre,2025-11-06T13:57:00,Demo Admin
AMB212,2025-11-07,Pass,2026-11-06,Registration plate deteriorated but not likely to be misread,Essex Commercial MOT Centre,2025-11-07T14:30:00,Demo Admin
AMB112,2025-11-09,Pass,2026-11-08,Suspension component excessively worn,Canvey Commercial Testing,2025-11-09T08:58:00,Demo Admin
AMB136,2025-11-09,Pass,2026-11-08,Nearside front tyre worn close to legal limit,Chelmsford Fleet Services,2025-11-09T17:22:00,Demo Admin
AMB209,2025-11-09,Pass,2026-11-08,,Chelmsford Fleet Services,2025-11-09T17:54:00,Demo Admin
AMB156,2025-11-10,Pass,2026-11-09,"Oil leak, but not excessive",Essex Commercial MOT Centre,2025-11-10T12:51:00,Demo Admin
AMB206,2025-11-10,Pass,2026-11-09,Offside rear tyre worn close to legal limit,Chelmsford Fleet Services,2025-11-10T11:57:00,Demo Admin
AMB121,2025-11-11,Pass,2026-11-10,Registration plate deteriorated but not likely to be misread,Southend Vehicle Test Centre,2025-11-11T09:26:00,Demo Admin
AMB134,2025-11-11,Pass,2026-11-10,,Essex Commercial MOT Centre,2025-11-11T14:41:00,Demo Admin
AMB160,2025-11-13,Pass,2026-11-12,Nearside front tyre worn close to legal limit,Canvey Commercial Testing,2025-11-13T15:21:00,Demo Admin
AMB181,2025-11-13,Pass,2026-11-12,"Oil leak, but not excessive",Essex Commercial MOT Centre,2025-11-13T17:50:00,Demo Admin
AMB208,2025-11-13,Pass,2026-11-12,,Canvey Commercial Testing,2025-11-13T11:54:00,Demo Admin
AMB270,2025-11-13,Pass,2026-11-12,Slight play in steering linkage,Canvey Commercial Testing,2025-11-13T11:19:00,Demo Admin
AMB184,2025-11-14,Pass,2026-11-13,Headlamp not working,Chelmsford Fleet Services,2025-11-14T14:57:00,Demo Admin
AMB275,2025-11-14,Pass,2026-11-13,Registration plate deteriorated but not likely to be misread,Essex Commercial MOT Centre,2025-11-14T15:25:00,Demo Admin
AMB292,2025-11-14,Pass,2026-11-13,"Oil leak, but not excessive",Canvey Commercial Testing,2025-11-14T13:50:00,Demo Admin
AMB298,2025-11-14,Pass,2026-11-13,Registration plate deteriorated but not likely to be misread,Essex Commercial MOT Centre,2025-11-14T17:48:00,Demo Admin
AMB240,2025-11-15,Pass,2026-11-14,Nearside front tyre worn close to legal limit,Essex Commercial MOT Centre,2025-11-15T11:25:00,Demo Admin
AMB299,2025-11-17,Pass,2026-11-16,Brake disc worn but not seriously weakened,Canvey Commercial Testing,2025-11-17T14:39:00,Demo Admin
AMB285,2025-11-25,Pass,2026-11-24,Registration plate deteriorated but not likely to be misread,Essex Commercial MOT Centre,2025-11-25T10:08:00,Demo Admin
AMB295,2025-12-08,Pass,2026-12-07,Minor windscreen damage outside driver's view,Southend Vehicle Test Centre,2025-12-08T10:47:00,Demo Admin
AMB263,2025-12-09,Pass,2026-12-08,Slight play in steering linkage,Chelmsford Fleet Services,2025-12-09T14:18:00,Demo Admin
AMB257,2025-12-10,Pass,2026-12-09,Brake disc worn but not seriously weakened,Canvey Commercial Testing,2025-12-10T17:42:00,Demo Admin
AMB233,2025-12-11,Pass,2026-12-10,Nearside front tyre worn close to legal limit,Chelmsford Fleet Services,2025-12-11T08:43:00,Demo Admin
AMB110,2025-12-12,Pass,2026-12-11,,Essex Commercial MOT Centre,2025-12-12T10:11:00,Demo Admin
AMB120,2025-12-12,Pass,2026-12-11,"Oil leak, but not excessive",Canvey Commercial Testing,2025-12-12T09:58:00,Demo Admin
AMB185,2025-12-12,Pass,2026-12-11,Nearside front tyre worn close to legal limit,Essex Commercial MOT Centre,2025-12-12T15:23:00,Demo Admin
AMB111,2025-12-14,Pass,2026-12-13,,Essex Commercial MOT Centre,2025-12-14T10:15:00,Demo Admin
AMB135,2025-12-15,Pass,2026-12-14,,Chelmsford Fleet Services,2025-12-15T11:46:00,Demo Admin
AMB281,2025-12-15,Pass,2026-12-14,,Chelmsford Fleet Services,2025-12-15T08:02:00,Demo Admin
AMB155,2025-12-18,Pass,2026-12-17,Headlamp not working,Canvey Commercial Testing,2025-12-18T08:07:00,Demo Admin
AMB277,2025-12-19,Pass,2026-12-18,Offside rear tyre worn close to legal limit,Chelmsford Fleet Services,2025-12-19T08:09:00,Demo Admin
AMB194,2025-12-21,Pass,2026-12-20,"Oil leak, but not excessive",Chelmsford Fleet Services,2025-12-21T14:43:00,Demo Admin
AMB190,2025-12-22,Pass,2026-12-21,Registration plate deteriorated but not likely to be misread,Chelmsford Fleet Services,2025-12-22T17:04:00,Demo Admin
AMB266,2025-12-24,Pass,2026-12-23,"Oil leak, but not excessive",Chelmsford Fleet Services,2025-12-24T12:22:00,Demo Admin
AMB260,2025-12-25,Pass,2026-12-24,Nearside front tyre worn close to legal limit,Southend Vehicle Test Centre,2025-12-25T11:56:00,Demo Admin
AMB163,2026-01-08,Pass,2027-01-07,Offside rear tyre worn close to legal limit,Southend Vehicle Test Centre,2026-01-08T08:14:00,Demo Admin
AMB287,2026-01-09,Pass,2027-01-08,Registration plate deteriorated but not likely to be misread,Essex Commercial MOT Centre,2026-01-09T16:48:00,Demo Admin
AMB213,2026-01-12,Pass,2027-01-11,,Chelmsford Fleet Services,2026-01-12T17:31:00,Demo Admin
AMB256,2026-01-12,Pass,2027-01-11,Headlamp not working,Essex Commercial MOT Centre,2026-01-12T17:09:00,Demo Admin
AMB232,2026-01-13,Pass,2027-01-12,"Oil leak, but not excessive",Southend Vehicle Test Centre,2026-01-13T14:18:00,Demo Admin
AMB104,2026-01-14,Pass,2027-01-13,Suspension component excessively worn,Essex Commercial MOT Centre,2026-01-14T10:52:00,Demo Admin
AMB177,2026-01-14,Pass,2027-01-13,"Oil leak, but not excessive",Southend Vehicle Test Centre,2026-01-14T14:06:00,Demo Admin
AMB198,2026-01-14,Pass,2027-01-13,Brake disc worn but not seriously weakened,Canvey Commercial Testing,2026-01-14T14:22:00,Demo Admin
AMB145,2026-01-15,Pass,2027-01-14,,Southend Vehicle Test Centre,2026-01-15T14:47:00,Demo Admin
AMB247,2026-01-16,Pass,2027-01-15,,Chelmsford Fleet Services,2026-01-16T11:13:00,Demo Admin
AMB143,2026-01-17,Pass,2027-01-16,Slight play in steering linkage,Canvey Commercial Testing,2026-01-17T13:30:00,Demo Admin
AMB176,2026-01-18,Pass,2027-01-17,Slight play in steering linkage,Canvey Commercial Testing,2026-01-18T17:49:00,Demo Admin
AMB192,2026-01-18,Pass,2027-01-17,Registration plate deteriorated but not likely to be misread,Essex Commercial MOT Centre,2026-01-18T13:24:00,Demo Admin
AMB132,2026-01-20,Pass,2027-01-19,,Essex Commercial MOT Centre,2026-01-20T09:47:00,Demo Admin
AMB166,2026-01-20,Pass,2027-01-19,Slight play in steering linkage,Canvey Commercial Testing,2026-01-20T17:56:00,Demo Admin
AMB261,2026-01-20,Pass,2027-01-19,Brake disc worn but not seriously weakened,Canvey Commercial Testing,2026-01-20T09:26:00,Demo Admin
AMB265,2026-01-22,Pass,2027-01-21,,Canvey Commercial Testing,2026-01-22T16:31:00,Demo Admin
AMB125,2026-02-03,Pass,2027-02-02,Brake disc worn but not seriously weakened,Essex Commercial MOT Centre,2026-02-03T09:18:00,Demo Admin
AMB293,2026-02-08,Pass,2027-02-07,,Southend Vehicle Test Centre,2026-02-08T14:41:00,Demo Admin
AMB203,2026-02-09,Pass,2027-02-08,,Southend Vehicle Test Centre,2026-02-09T15:40:00,Demo Admin
AMB239,2026-02-13,Pass,2027-02-12,"Oil leak, but not excessive",Canvey Commercial Testing,2026-02-13T17:54:00,Demo Admin
AMB114,2026-02-14,Pass,2027-02-13,Minor windscreen damage outside driver's view,Essex Commercial MOT Centre,2026-02-14T08:06:00,Demo Admin
AMB186,2026-02-14,Pass,2027-02-13,"Oil leak, but not excessive",Canvey Commercial Testing,2026-02-14T17:14:00,Demo Admin
AMB167,2026-02-15,Pass,2027-02-14,Brake disc worn but not seriously weakened,Chelmsford Fleet Services,2026-02-15T12:54:00,Demo Admin
AMB207,2026-02-15,Pass,2027-02-14,Registration plate deteriorated but not likely to be misread,Southend Vehicle Test Centre,2026-02-15T13:31:00,Demo Admin
AMB151,2026-02-16,Pass,2027-02-15,"Oil leak, but not excessive",Chelmsford Fleet Services,2026-02-16T15:53:00,Demo Admin
AMB250,2026-02-16,Pass,2027-02-15,,Canvey Commercial Testing,2026-02-16T10:50:00,Demo Admin
AMB259,2026-02-16,Pass,2027-02-15,,Chelmsford Fleet Services,2026-02-16T13:12:00,Demo Admin
AMB241,2026-02-17,Pass,2027-02-16,Slight play in steering linkage,Canvey Commercial Testing,2026-02-17T10:42:00,Demo Admin
