"Registration","TestDate","Result","ExpiryDate","Advisories","TestCentre","RecordedAt","RecordedBy"
"AMB147","2024-12-29","Pass","2026-01-07","Offside rear tyre worn close to legal limit","Chelmsford Fleet Services","2024-12-29T15:34:00","Demo Admin"
"AMB297","2025-01-01","Pass","2026-01-14","","Canvey Commercial Testing","2025-01-01T12:19:00","Demo Admin"
"AMB118","2025-01-02","Pass","2026-01-07","Offside rear tyre worn close to legal limit","Southend Vehicle Test Centre","2025-01-02T12:11:00","Demo Admin"
"AMB119","2025-01-04","Pass","2026-01-11","Oil leak, but not excessive","Southend Vehicle Test Centre","2025-01-04T12:19:00","Demo Admin"
"AMB270","2025-01-05","Pass","2026-01-17","Oil leak, but not excessive","Canvey Commercial Testing","2025-01-05T12:18:00","Demo Admin"
"AMB158","2025-01-07","Pass","2026-01-07","","Canvey Commercial Testing","2025-01-07T16:06:00","Demo Admin"
"AMB286","2025-01-10","Pass","2026-01-25","","Essex Commercial MOT Centre","2025-01-10T16:00:00","Demo Admin"
"AMB184","2025-01-14","Pass","2026-01-23","Brake disc worn but not seriously weakened","Chelmsford Fleet Services","2025-01-14T12:07:00","Demo Admin"
"AMB171","2025-01-14","Pass","2026-01-17","Oil leak, but not excessive","Essex Commercial MOT Centre","2025-01-14T14:20:00","Demo Admin"
"AMB284","2025-01-16","Pass","2026-01-16","","Canvey Commercial Testing","2025-01-16T08:22:00","Demo Admin"
"AMB191","2025-01-20","Pass","2026-01-24","Brake disc worn but not seriously weakened","Southend Vehicle Test Centre","2025-01-20T10:01:00","Demo Admin"
"AMB203","2025-01-22","Pass","2026-02-06","Registration plate deteriorated but not likely to be misread","Canvey Commercial Testing","2025-01-22T14:01:00","Demo Admin"
"AMB268","2025-01-27","Pass","2026-02-12","Slight play in steering linkage","Canvey Commercial Testing","2025-01-27T09:47:00","Demo Admin"
"AMB132","2025-02-03","Pass","2026-02-12","","Canvey Commercial Testing","2025-02-03T11:57:00","Demo Admin"
"AMB223","2025-02-03","Pass","2026-02-03","Offside rear tyre worn close to legal limit","Canvey Commercial Testing","2025-02-03T14:44:00","Demo Admin"
"AMB199","2025-02-05","Pass","2026-02-13","Oil leak, but not excessive","Southend Vehicle Test Centre","2025-02-05T13:23:00","Demo Admin"
"AMB153","2025-02-08","Pass","2026-02-11","Registration plate deteriorated but not likely to be misread","Canvey Commercial Testing","2025-02-08T13:36:00","Demo Admin"
"AMB165","2025-02-09","Pass","2026-02-21","Nearside front tyre worn close to legal limit","Chelmsford Fleet Services","2025-02-09T16:20:00","Demo Admin"
"AMB232","2025-02-10","Pass","2026-02-21","Brake disc worn but not seriously weakened","Chelmsford Fleet Services","2025-02-10T12:01:00","Demo Admin"
"AMB163","2025-02-14","Pass","2026-02-23","","Canvey Commercial Testing","2025-02-14T08:53:00","Demo Admin"
"AMB300","2025-02-15","Pass","2026-02-22","Minor windscreen damage outside driver's view","Chelmsford Fleet Services","2025-02-15T12:16:00","Demo Admin"
"AMB265","2025-02-17","Pass","2026-02-18","Nearside front tyre worn close to legal limit","Canvey Commercial Testing","2025-02-17T16:40:00","Demo Admin"
"AMB137","2025-02-18","Pass","2026-03-07","Minor windscreen damage outside driver's view","Essex Commercial MOT Centre","2025-02-18T12:23:00","Demo Admin"
"AMB167","2025-02-19","Pass","2026-02-21","","Essex Commercial MOT Centre","2025-02-19T12:40:00","Demo Admin"
"AMB254","2025-02-19","Pass","2026-03-05","Offside rear tyre worn close to legal limit","Canvey Commercial Testing","2025-02-19T14:50:00","Demo Admin"
"AMB231","2025-02-21","Pass","2026-03-04","Offside rear tyre worn close to legal limit","Essex Commercial MOT Centre","2025-02-21T15:32:00","Demo Admin"
"AMB141","2025-02-22","Pass","2026-02-22","","Southend Vehicle Test Centre","2025-02-22T13:30:00","Demo Admin"
"AMB280","2025-02-24","Pass","2026-03-09","Offside rear tyre worn close to legal limit","Essex Commercial MOT Centre","2025-02-24T08:14:00","Demo Admin"
"AMB218","2025-02-26","Pass","2026-03-05","","Essex Commercial MOT Centre","2025-02-26T14:27:00","Demo Admin"
"AMB287","2025-02-28","Pass","2026-03-15","Offside rear tyre worn close to legal limit","Canvey Commercial Testing","2025-02-28T09:11:00","Demo Admin"
"AMB124","2025-03-02","Pass","2026-03-07","Oil leak, but not excessive","Chelmsford Fleet Services","2025-03-02T08:40:00","Demo Admin"
"AMB238","2025-03-02","Pass","2026-03-03","","Canvey Commercial Testing","2025-03-02T13:36:00","Demo Admin"
"AMB169","2025-03-04","Pass","2026-03-06","","Chelmsford Fleet Services","2025-03-04T09:36:00","Demo Admin"
"AMB179","2025-03-06","Pass","2026-03-14","","Canvey Commercial Testing","2025-03-06T10:31:00","Demo Admin"
"AMB110","2025-03-06","Pass","2026-03-16","","Canvey Commercial Testing","2025-03-06T13:44:00","Demo Admin"
"AMB214","2025-03-06","Pass","2026-03-07","","Chelmsford Fleet Services","2025-03-06T15:54:00","Demo Admin"
"AMB211","2025-03-17","Pass","2026-03-23","Nearside front tyre worn close to legal limit","Chelmsford Fleet Services","2025-03-17T08:00:00","Demo Admin"
"AMB133","2025-03-17","Pass","2026-03-20","Minor windscreen damage outside driver's view","Southend Vehicle Test Centre","2025-03-17T11:42:00","Demo Admin"
"AMB258","2025-03-17","Pass","2026-03-25","Nearside front tyre worn close to legal limit","Canvey Commercial Testing","2025-03-17T14:59:00","Demo Admin"
"AMB273","2025-03-27","Pass","2026-04-07","","Canvey Commercial Testing","2025-03-27T15:49:00","Demo Admin"
"AMB142","2025-03-30","Pass","2026-04-16","Oil leak, but not excessive","Canvey Commercial Testing","2025-03-30T08:29:00","Demo Admin"
"AMB250","2025-03-31","Pass","2026-04-06","Nearside front tyre worn close to legal limit","Essex Commercial MOT Centre","2025-03-31T11:29:00","Demo Admin"
"AMB127","2025-03-31","Pass","2026-04-09","","Canvey Commercial Testing","2025-03-31T13:49:00","Demo Admin"
"AMB227","2025-04-03","Pass","2026-04-06","Registration plate deteriorated but not likely to be misread","Chelmsford Fleet Services","2025-04-03T12:36:00","Demo Admin"
"AMB182","2025-04-05","Pass","2026-04-07","Oil leak, but not excessive","Chelmsford Fleet Services","2025-04-05T08:15:00","Demo Admin"
"AMB117","2025-04-05","Pass","2026-04-14","Nearside front tyre worn close to legal limit","Chelmsford Fleet Services","2025-04-05T14:09:00","Demo Admin"
"AMB193","2025-04-08","Pass","2026-04-24","Minor windscreen damage outside driver's view","Southend Vehicle Test Centre","2025-04-08T14:20:00","Demo Admin"
"AMB136","2025-04-09","Pass","2026-04-11","Registration plate deteriorated but not likely to be misread","Canvey Commercial Testing","2025-04-09T12:21:00","Demo Admin"
"AMB216","2025-04-10","Pass","2026-04-13","","Southend Vehicle Test Centre","2025-04-10T10:51:00","Demo Admin"
"AMB272","2025-04-11","Pass","2026-04-11","Offside rear tyre worn close to legal limit","Canvey Commercial Testing","2025-04-11T15:48:00","Demo Admin"
"AMB230","2025-04-12","Pass","2026-04-15","Brake disc worn but not seriously weakened","Chelmsford Fleet Services","2025-04-12T09:35:00","Demo Admin"
"AMB241","2025-04-17","Pass","2026-04-24","","Chelmsford Fleet Services","2025-04-17T15:41:00","Demo Admin"
"AMB240","2025-04-17","Pass","2026-04-20","Nearside front tyre worn close to legal limit","Canvey Commercial Testing","2025-04-17T16:54:00","Demo Admin"
"AMB154","2025-04-20","Pass","2026-05-07","Nearside front tyre worn close to legal limit","Essex Commercial MOT Centre","2025-04-20T11:22:00","Demo Admin"
"AMB188","2025-04-29","Pass","2026-05-12","Offside rear tyre worn close to legal limit","Essex Commercial MOT Centre","2025-04-29T14:09:00","Demo Admin"
"AMB262","2025-05-01","Pass","2026-05-18","","Southend Vehicle Test Centre","2025-05-01T10:19:00","Demo Admin"
"AMB245","2025-05-02","Pass","2026-05-03","Nearside front tyre worn close to legal limit","Canvey Commercial Testing","2025-05-02T11:25:00","Demo Admin"
"AMB219","2025-05-06","Pass","2026-05-16","Slight play in steering linkage","Canvey Commercial Testing","2025-05-06T15:37:00","Demo Admin"
"AMB150","2025-05-07","Pass","2026-05-07","Minor windscreen damage outside driver's view","Chelmsford Fleet Services","2025-05-07T12:45:00","Demo Admin"
"AMB207","2025-05-10","Pass","2026-05-24","Oil leak, but not excessive","Canvey Commercial Testing","2025-05-10T12:48:00","Demo Admin"
"AMB289","2025-05-11","Pass","2026-05-14","","Chelmsford Fleet Services","2025-05-11T10:34:00","Demo Admin"
"AMB170","2025-05-11","Pass","2026-05-17","Registration plate deteriorated but not likely to be misread","Canvey Commercial Testing","2025-05-11T15:08:00","Demo Admin"
"AMB189","2025-05-12","Pass","2026-05-18","","Canvey Commercial Testing","2025-05-12T09:17:00","Demo Admin"
"AMB105","2025-05-12","Pass","2026-05-25","","Chelmsford Fleet Services","2025-05-12T16:53:00","Demo Admin"
"AMB125","2025-05-13","Pass","2026-05-14","Oil leak, but not excessive","Canvey Commercial Testing","2025-05-13T13:01:00","Demo Admin"
"AMB282","2025-05-13","Pass","2026-05-24","Minor windscreen damage outside driver's view","Chelmsford Fleet Services","2025-05-13T16:10:00","Demo Admin"
"AMB281","2025-05-18","Pass","2026-06-03","Brake disc worn but not seriously weakened","Canvey Commercial Testing","2025-05-18T16:20:00","Demo Admin"
"AMB107","2025-05-20","Pass","2026-05-23","Slight play in steering linkage","Essex Commercial MOT Centre","2025-05-20T12:38:00","Demo Admin"
"AMB190","2025-05-25","Pass","2026-06-11","Minor windscreen damage outside driver's view","Canvey Commercial Testing","2025-05-25T11:24:00","Demo Admin"
"AMB176","2025-05-26","Pass","2026-06-05","Minor windscreen damage outside driver's view","Chelmsford Fleet Services","2025-05-26T12:36:00","Demo Admin"
"AMB149","2025-05-28","Pass","2026-06-04","Slight play in steering linkage","Chelmsford Fleet Services","2025-05-28T15:53:00","Demo Admin"
"AMB101","2025-05-30","Pass","2026-06-16","Registration plate deteriorated but not likely to be misread","Canvey Commercial Testing","2025-05-30T12:27:00","Demo Admin"
"AMB112","2025-06-01","Pass","2026-06-18","Oil leak, but not excessive","Essex Commercial MOT Centre","2025-06-01T14:07:00","Demo Admin"
"AMB294","2025-06-04","Pass","2026-06-21","","Essex Commercial MOT Centre","2025-06-04T10:07:00","Demo Admin"
"AMB156","2025-06-08","Pass","2026-06-10","","Canvey Commercial Testing","2025-06-08T09:10:00","Demo Admin"
"AMB159","2025-06-09","Pass","2026-06-14","","Canvey Commercial Testing","2025-06-09T12:40:00","Demo Admin"
"AMB151","2025-06-10","Pass","2026-06-25","Slight play in steering linkage","Chelmsford Fleet Services","2025-06-10T10:19:00","Demo Admin"
"AMB175","2025-06-10","Pass","2026-06-17","Slight play in steering linkage","Southend Vehicle Test Centre","2025-06-10T15:24:00","Demo Admin"
"AMB243","2025-06-10","Pass","2026-06-10","Slight play in steering linkage","Southend Vehicle Test Centre","2025-06-10T16:21:00","Demo Admin"
"AMB288","2025-06-12","Pass","2026-06-18","Offside rear tyre worn close to legal limit","Essex Commercial MOT Centre","2025-06-12T16:08:00","Demo Admin"
"AMB276","2025-06-13","Pass","2026-06-20","","Chelmsford Fleet Services","2025-06-13T14:29:00","Demo Admin"
"AMB181","2025-06-21","Pass","2026-07-08","Registration plate deteriorated but not likely to be misread","Canvey Commercial Testing","2025-06-21T11:09:00","Demo Admin"
"AMB187","2025-06-25","Pass","2026-07-08","Oil leak, but not excessive","Southend Vehicle Test Centre","2025-06-25T14:17:00","Demo Admin"
"AMB160","2025-06-27","Pass","2026-07-04","","Canvey Commercial Testing","2025-06-27T09:10:00","Demo Admin"
"AMB164","2025-06-29","Pass","2026-07-14","","Southend Vehicle Test Centre","2025-06-29T11:19:00","Demo Admin"
"AMB180","2025-06-29","Pass","2026-07-14","Slight play in steering linkage","Chelmsford Fleet Services","2025-06-29T12:22:00","Demo Admin"
"AMB114","2025-07-01","Pass","2026-07-10","Brake disc worn but not seriously weakened","Essex Commercial MOT Centre","2025-07-01T12:23:00","Demo Admin"
"AMB210","2025-07-02","Pass","2026-07-11","","Chelmsford Fleet Services","2025-07-02T11:11:00","Demo Admin"
"AMB264","2025-07-03","Pass","2026-07-10","Brake disc worn but not seriously weakened","Canvey Commercial Testing","2025-07-03T14:39:00","Demo Admin"
"AMB102","2025-07-04","Pass","2026-07-07","Brake disc worn but not seriously weakened","Canvey Commercial Testing","2025-07-04T08:34:00","Demo Admin"
"AMB239","2025-07-04","Pass","2026-07-14","Brake disc worn but not seriously weakened","Chelmsford Fleet Services","2025-07-04T10:12:00","Demo Admin"
"AMB172","2025-07-04","Pass","2026-07-08","","Chelmsford Fleet Services","2025-07-04T13:18:00","Demo Admin"
"AMB298","2025-07-05","Pass","2026-07-08","Registration plate deteriorated but not likely to be misread","Southend Vehicle Test Centre","2025-07-05T15:16:00","Demo Admin"
"AMB267","2025-07-05","Pass","2026-07-21","Offside rear tyre worn close to legal limit","Southend Vehicle Test Centre","2025-07-05T15:49:00","Demo Admin"
"AMB120","2025-07-06","Pass","2026-07-12","","Canvey Commercial Testing","2025-07-06T09:50:00","Demo Admin"
"AMB205","2025-07-07","Pass","2026-07-22","Minor windscreen damage outside driver's view","Canvey Commercial Testing","2025-07-07T08:55:00","Demo Admin"
"AMB198","2025-07-07","Pass","2026-07-21","Oil leak, but not excessive","Canvey Commercial Testing","2025-07-07T10:11:00","Demo Admin"
"AMB106","2025-07-08","Pass","2026-07-21","Slight play in steering linkage","Canvey Commercial Testing","2025-07-08T16:48:00","Demo Admin"
"AMB292","2025-07-09","Pass","2026-07-14","","Canvey Commercial Testing","2025-07-09T09:52:00","Demo Admin"
"AMB115","2025-07-09","Pass","2026-07-13","Nearside front tyre worn close to legal limit","Essex Commercial MOT Centre","2025-07-09T11:59:00","Demo Admin"
"AMB138","2025-07-10","Pass","2026-07-21","","Chelmsford Fleet Services","2025-07-10T13:55:00","Demo Admin"
"AMB295","2025-07-10","Pass","2026-07-12","","Chelmsford Fleet Services","2025-07-10T16:03:00","Demo Admin"
"AMB130","2025-07-12","Pass","2026-07-15","","Chelmsford Fleet Services","2025-07-12T08:17:00","Demo Admin"
"AMB144","2025-07-18","Pass","2026-07-21","Offside rear tyre worn close to legal limit","Southend Vehicle Test Centre","2025-07-18T10:50:00","Demo Admin"
"AMB206","2025-07-18","Pass","2026-07-23","Slight play in steering linkage","Southend Vehicle Test Centre","2025-07-18T11:49:00","Demo Admin"
"AMB161","2025-07-18","Pass","2026-08-03","Oil leak, but not excessive","Chelmsford Fleet Services","2025-07-18T14:22:00","Demo Admin"
"AMB217","2025-07-18","Pass","2026-07-24","Offside rear tyre worn close to legal limit","Canvey Commercial Testing","2025-07-18T14:45:00","Demo Admin"
"AMB157","2025-07-23","Pass","2026-07-28","Nearside front tyre worn close to legal limit","Southend Vehicle Test Centre","2025-07-23T10:25:00","Demo Admin"
"AMB242","2025-07-23","Pass","2026-07-28","Brake disc worn but not seriously weakened","Canvey Commercial Testing","2025-07-23T10:35:00","Demo Admin"
"AMB246","2025-07-23","Pass","2026-08-09","","Canvey Commercial Testing","2025-07-23T11:58:00","Demo Admin"
"AMB247","2025-07-24","Pass","2026-08-09","","Southend Vehicle Test Centre","2025-07-24T15:56:00","Demo Admin"
"AMB196","2025-07-28","Pass","2026-07-28","Minor windscreen damage outside driver's view","Chelmsford Fleet Services","2025-07-28T11:41:00","Demo Admin"
"AMB279","2025-07-30","Pass","2026-08-03","","Southend Vehicle Test Centre","2025-07-30T12:53:00","Demo Admin"
"AMB186","2025-07-30","Pass","2026-08-03","Slight play in steering linkage","Canvey Commercial Testing","2025-07-30T14:55:00","Demo Admin"
"AMB248","2025-08-01","Pass","2026-08-07","Oil leak, but not excessive","Canvey Commercial Testing","2025-08-01T09:30:00","Demo Admin"
"AMB221","2025-08-02","Pass","2026-08-04","Minor windscreen damage outside driver's view","Canvey Commercial Testing","2025-08-02T14:42:00","Demo Admin"
"AMB285","2025-08-03","Pass","2026-08-09","Brake disc worn but not seriously weakened","Chelmsford Fleet Services","2025-08-03T10:00:00","Demo Admin"
"AMB278","2025-08-06","Pass","2026-08-08","","Essex Commercial MOT Centre","2025-08-06T08:15:00","Demo Admin"
"AMB140","2025-08-06","Pass","2026-08-06","Slight play in steering linkage","Southend Vehicle Test Centre","2025-08-06T12:18:00","Demo Admin"
"AMB108","2025-08-07","Pass","2026-08-20","Nearside front tyre worn close to legal limit","Essex Commercial MOT Centre","2025-08-07T09:25:00","Demo Admin"
"AMB123","2025-08-09","Pass","2026-08-19","","Canvey Commercial Testing","2025-08-09T15:40:00","Demo Admin"
"AMB244","2025-08-12","Pass","2026-08-18","Offside rear tyre worn close to legal limit","Essex Commercial MOT Centre","2025-08-12T09:29:00","Demo Admin"
"AMB178","2025-08-14","Pass","2026-08-16","Slight play in steering linkage","Chelmsford Fleet Services","2025-08-14T16:46:00","Demo Admin"
"AMB197","2025-08-17","Pass","2026-08-18","Slight play in steering linkage","Canvey Commercial Testing","2025-08-17T12:23:00","Demo Admin"
"AMB111","2025-08-18","Pass","2026-08-25","Nearside front tyre worn close to legal limit","Essex Commercial MOT Centre","2025-08-18T12:27:00","Demo Admin"
"AMB220","2025-08-18","Pass","2026-08-19","Brake disc worn but not seriously weakened","Chelmsford Fleet Services","2025-08-18T15:16:00","Demo Admin"
"AMB121","2025-08-26","Pass","2026-09-12","Slight play in steering linkage","Essex Commercial MOT Centre","2025-08-26T09:48:00","Demo Admin"
"AMB162","2025-08-26","Pass","2026-09-03","Slight play in steering linkage","Southend Vehicle Test Centre","2025-08-26T15:00:00","Demo Admin"
"AMB252","2025-08-28","Pass","2026-09-09","Slight play in steering linkage","Essex Commercial MOT Centre","2025-08-28T12:36:00","Demo Admin"
"AMB233","2025-08-28","Pass","2026-09-10","Oil leak, but not excessive","Chelmsford Fleet Services","2025-08-28T16:40:00","Demo Admin"
"AMB261","2025-08-29","Pass","2026-09-13","Offside rear tyre worn close to legal limit","Chelmsford Fleet Services","2025-08-29T12:50:00","Demo Admin"
"AMB293","2025-08-31","Pass","2026-09-05","","Chelmsford Fleet Services","2025-08-31T12:17:00","Demo Admin"
"AMB202","2025-09-04","Pass","2026-09-06","Minor windscreen damage outside driver's view","Essex Commercial MOT Centre","2025-09-04T16:28:00","Demo Admin"
"AMB166","2025-09-08","Pass","2026-09-15","Brake disc worn but not seriously weakened","Canvey Commercial Testing","2025-09-08T09:13:00","Demo Admin"
"AMB129","2025-09-11","Pass","2026-09-25","Brake disc worn but not seriously weakened","Essex Commercial MOT Centre","2025-09-11T13:15:00","Demo Admin"
"AMB236","2025-09-12","Pass","2026-09-21","","Canvey Commercial Testing","2025-09-12T12:02:00","Demo Admin"
"AMB296","2025-09-13","Pass","2026-09-24","Minor windscreen damage outside driver's view","Canvey Commercial Testing","2025-09-13T15:48:00","Demo Admin"
"AMB228","2025-09-16","Pass","2026-09-25","Offside rear tyre worn close to legal limit","Canvey Commercial Testing","2025-09-16T13:08:00","Demo Admin"
"AMB260","2025-09-18","Pass","2026-09-25","","Canvey Commercial Testing","2025-09-18T14:56:00","Demo Admin"
"AMB177","2025-09-19","Pass","2026-09-19","Offside rear tyre worn close to legal limit","Chelmsford Fleet Services","2025-09-19T16:59:00","Demo Admin"
"AMB212","2025-09-21","Pass","2026-10-03","Minor windscreen damage outside driver's view","Canvey Commercial Testing","2025-09-21T10:56:00","Demo Admin"
"AMB255","2025-09-23","Pass","2026-10-07","Minor windscreen damage outside driver's view","Essex Commercial MOT Centre","2025-09-23T16:34:00","Demo Admin"
"AMB269","2025-09-25","Pass","2026-10-11","","Canvey Commercial Testing","2025-09-25T14:45:00","Demo Admin"
"AMB200","2025-09-30","Pass","2026-10-06","","Chelmsford Fleet Services","2025-09-30T09:41:00","Demo Admin"
"AMB235","2025-10-02","Pass","2026-10-08","","Southend Vehicle Test Centre","2025-10-02T14:26:00","Demo Admin"
"AMB194","2025-10-03","Pass","2026-10-09","Registration plate deteriorated but not likely to be misread","Canvey Commercial Testing","2025-10-03T15:31:00","Demo Admin"
"AMB126","2025-10-04","Pass","2026-10-16","Nearside front tyre worn close to legal limit","Canvey Commercial Testing","2025-10-04T12:55:00","Demo Admin"
"AMB225","2025-10-06","Pass","2026-10-17","Brake disc worn but not seriously weakened","Chelmsford Fleet Services","2025-10-06T08:51:00","Demo Admin"
"AMB213","2025-10-06","Pass","2026-10-15","Nearside front tyre worn close to legal limit","Chelmsford Fleet Services","2025-10-06T12:28:00","Demo Admin"
"AMB122","2025-10-07","Pass","2026-10-20","Nearside front tyre worn close to legal limit","Essex Commercial MOT Centre","2025-10-07T16:26:00","Demo Admin"
"AMB183","2025-10-14","Pass","2026-10-16","Offside rear tyre worn close to legal limit","Essex Commercial MOT Centre","2025-10-14T08:07:00","Demo Admin"
"AMB103","2025-10-16","Pass","2026-10-24","","Canvey Commercial Testing","2025-10-16T12:03:00","Demo Admin"
"AMB229","2025-10-21","Pass","2026-10-24","Registration plate deteriorated but not likely to be misread","Essex Commercial MOT Centre","2025-10-21T16:44:00","Demo Admin"
"AMB143","2025-10-22","Pass","2026-10-23","","Essex Commercial MOT Centre","2025-10-22T14:58:00","Demo Admin"
"AMB283","2025-10-24","Pass","2026-11-07","Offside rear tyre worn close to legal limit","Chelmsford Fleet Services","2025-10-24T14:11:00","Demo Admin"
"AMB155","2025-10-27","Pass","2026-11-08","Oil leak, but not excessive","Chelmsford Fleet Services","2025-10-27T09:34:00","Demo Admin"
"AMB113","2025-10-27","Pass","2026-11-03","","Canvey Commercial Testing","2025-10-27T14:16:00","Demo Admin"
"AMB290","2025-10-28","Pass","2026-11-03","Registration plate deteriorated but not likely to be misread","Chelmsford Fleet Services","2025-10-28T09:20:00","Demo Admin"
"AMB185","2025-10-29","Pass","2026-11-11","Minor windscreen damage outside driver's view","Canvey Commercial Testing","2025-10-29T14:54:00","Demo Admin"
"AMB174","2025-11-01","Pass","2026-11-16","Brake disc worn but not seriously weakened","Canvey Commercial Testing","2025-11-01T15:15:00","Demo Admin"
"AMB237","2025-11-03","Pass","2026-11-10","Oil leak, but not excessive","Canvey Commercial Testing","2025-11-03T10:51:00","Demo Admin"
"AMB116","2025-11-03","Pass","2026-11-12","Slight play in steering linkage","Chelmsford Fleet Services","2025-11-03T15:44:00","Demo Admin"
"AMB222","2025-11-05","Pass","2026-11-17","Oil leak, but not excessive","Canvey Commercial Testing","2025-11-05T11:06:00","Demo Admin"
"AMB134","2025-11-05","Pass","2026-11-05","","Canvey Commercial Testing","2025-11-05T11:14:00","Demo Admin"
"AMB104","2025-11-05","Pass","2026-11-08","Registration plate deteriorated but not likely to be misread","Canvey Commercial Testing","2025-11-05T13:58:00","Demo Admin"
"AMB271","2025-11-07","Pass","2026-11-19","Registration plate deteriorated but not likely to be misread","Chelmsford Fleet Services","2025-11-07T13:19:00","Demo Admin"
"AMB201","2025-11-08","Pass","2026-11-19","Brake disc worn but not seriously weakened","Essex Commercial MOT Centre","2025-11-08T15:09:00","Demo Admin"
"AMB224","2025-11-09","Pass","2026-11-09","","Canvey Commercial Testing","2025-11-09T10:32:00","Demo Admin"
"AMB215","2025-11-09","Pass","2026-11-11","Oil leak, but not excessive","Chelmsford Fleet Services","2025-11-09T10:56:00","Demo Admin"
"AMB299","2025-11-09","Pass","2026-11-09","Oil leak, but not excessive","Southend Vehicle Test Centre","2025-11-09T14:05:00","Demo Admin"
"AMB209","2025-11-10","Pass","2026-11-13","Minor windscreen damage outside driver's view","Chelmsford Fleet Services","2025-11-10T13:12:00","Demo Admin"
"AMB259","2025-11-10","Pass","2026-11-25","","Chelmsford Fleet Services","2025-11-10T14:07:00","Demo Admin"
"AMB152","2025-11-11","Pass","2026-11-21","Minor windscreen damage outside driver's view","Essex Commercial MOT Centre","2025-11-11T09:39:00","Demo Admin"
"AMB192","2025-11-11","Pass","2026-11-13","","Essex Commercial MOT Centre","2025-11-11T16:54:00","Demo Admin"
"AMB291","2025-11-12","Pass","2026-11-18","Registration plate deteriorated but not likely to be misread","Canvey Commercial Testing","2025-11-12T09:51:00","Demo Admin"
"AMB234","2025-11-14","Pass","2026-11-17","Offside rear tyre worn close to legal limit","Southend Vehicle Test Centre","2025-11-14T10:42:00","Demo Admin"
"AMB168","2025-11-14","Pass","2026-11-21","Nearside front tyre worn close to legal limit","Essex Commercial MOT Centre","2025-11-14T10:44:00","Demo Admin"
"AMB274","2025-11-14","Pass","2026-11-21","","Canvey Commercial Testing","2025-11-14T11:15:00","Demo Admin"
"AMB128","2025-11-15","Pass","2026-11-17","Registration plate deteriorated but not likely to be misread","Southend Vehicle Test Centre","2025-11-15T10:35:00","Demo Admin"
"AMB148","2025-11-16","Pass","2026-11-20","Registration plate deteriorated but not likely to be misread","Essex Commercial MOT Centre","2025-11-16T09:45:00","Demo Admin"
"AMB257","2025-11-17","Pass","2026-11-25","Offside rear tyre worn close to legal limit","Southend Vehicle Test Centre","2025-11-17T11:43:00","Demo Admin"
"AMB204","2025-11-23","Pass","2026-11-25","Nearside front tyre worn close to legal limit","Southend Vehicle Test Centre","2025-11-23T08:59:00","Demo Admin"
"AMB275","2025-11-23","Pass","2026-11-24","","Canvey Commercial Testing","2025-11-23T11:53:00","Demo Admin"
"AMB226","2025-11-29","Pass","2026-12-05","Brake disc worn but not seriously weakened","Canvey Commercial Testing","2025-11-29T13:10:00","Demo Admin"
"AMB208","2025-11-30","Pass","2026-12-15","Registration plate deteriorated but not likely to be misread","Essex Commercial MOT Centre","2025-11-30T08:26:00","Demo Admin"
"AMB146","2025-12-01","Pass","2026-12-06","Oil leak, but not excessive","Canvey Commercial Testing","2025-12-01T13:08:00","Demo Admin"
"AMB131","2025-12-01","Pass","2026-12-03","Registration plate deteriorated but not likely to be misread","Essex Commercial MOT Centre","2025-12-01T14:32:00","Demo Admin"
"AMB256","2025-12-03","Pass","2026-12-05","Nearside front tyre worn close to legal limit","Canvey Commercial Testing","2025-12-03T12:20:00","Demo Admin"
"AMB195","2025-12-03","Pass","2026-12-18","Slight play in steering linkage","Southend Vehicle Test Centre","2025-12-03T15:17:00","Demo Admin"
"AMB277","2025-12-05","Pass","2026-12-22","","Southend Vehicle Test Centre","2025-12-05T11:13:00","Demo Admin"
"AMB266","2025-12-05","Pass","2026-12-05","Oil leak, but not excessive","Chelmsford Fleet Services","2025-12-05T14:14:00","Demo Admin"
"AMB139","2025-12-06","Pass","2026-12-22","Offside rear tyre worn close to legal limit","Canvey Commercial Testing","2025-12-06T09:26:00","Demo Admin"
"AMB109","2025-12-06","Pass","2026-12-11","Minor windscreen damage outside driver's view","Canvey Commercial Testing","2025-12-06T11:35:00","Demo Admin"
"AMB249","2025-12-12","Pass","2026-12-14","","Canvey Commercial Testing","2025-12-12T10:16:00","Demo Admin"
"AMB251","2025-12-13","Pass","2026-12-24","","Chelmsford Fleet Services","2025-12-13T15:21:00","Demo Admin"
"AMB253","2025-12-20","Pass","2026-12-21","Offside rear tyre worn close to legal limit","Canvey Commercial Testing","2025-12-20T13:19:00","Demo Admin"
"AMB263","2025-12-24","Pass","2027-01-03","","Canvey Commercial Testing","2025-12-24T16:29:00","Demo Admin"
"AMB118","2025-12-26","Pass","2027-01-07","Oil leak, but not excessive","Essex Commercial MOT Centre","2025-12-26T10:13:00","Demo Admin"
"AMB173","2025-12-26","Pass","2027-01-07","","Canvey Commercial Testing","2025-12-26T10:20:00","Demo Admin"
"AMB119","2025-12-30","Pass","2027-01-11","Brake disc worn but not seriously weakened","Essex Commercial MOT Centre","2025-12-30T13:15:00","Demo Admin"
"AMB171","2025-12-31","Pass","2027-01-17","Slight play in steering linkage","Chelmsford Fleet Services","2025-12-31T14:50:00","Demo Admin"
"AMB145","2025-12-31","Pass","2027-01-03","Oil leak, but not excessive","Chelmsford Fleet Services","2025-12-31T16:06:00","Demo Admin"
